page_num, comment_pk, user_id, date, prod_choice, prod_rating, comment_likes, comment_body
1,__875483176,hdom****,20.07.08.,옵션 : 유형선택: 03.데오 젤 타입,4,0,재구매 제품은 넘나 만족합니다. 원래 팬티라이너를 하루에 3-4개정도 쓸 정도로 분비물도 많고 냄새도 신경쓰이고 했는ㄷ 이제품사용후 팬티라이너를 하루에 한개만 사용해도 될정도로 쾌적합니다. 건조하지도 않고 자극적이지도 않아 너무 좋아요~ 계속 여기서 주문하는데 원래 뽁뽁이에 질 쌓여오는데 이번엔 걍 박스에 아무런 포장 없이 종이 몇장깔고 왔네요 ㅠ 비도 왔는데 박스가 젖어 제품이 그대로 노출되었어요
1,__892478436,arpo****,20.06.23.,옵션 : 유형선택: 01.젠틀 젤 타입,5,0,저자극이라서 사보았어요 향도좋으네요
2,__884456812,dais****,20.04.23.,옵션 : 유형선택: 04. 데오컨트롤 폼 타입(200ml),5,0,한달사용기 거품이 아주 부드럽고 풍성해서 깨끗하게 잘 닦이는 느낌입니다^^ 보내주신 사은품도 잘 사용하고있어요ㅎㅎ 다음에 또 구입할 예정입니다^^
2,__889795426,leeg****,20.04.02.,옵션 : 유형선택: 02.젠틀 폼 타입,4,0,폼타입 젤티입 모두 만족해요 많이 파세요
2,__894646105,yeli****,20.06.27.,옵션 : 유형선택: 04.데오 폼 타입,4,0,일단써보고 또주문할게여
2,__894646333,jiye****,20.07.05.,옵션 : 유형선택: 02.젠틀 폼 타입,5,0,배송빨라여ㅋ좋아여ㅋ
2,__887771124,p725****,20.07.12.,옵션 : 유형선택: 04.데오 폼 타입,5,0,일단  받자마자 한번 사용해봤는데  향이 강하지는 않고 순해요
2,__888612092,p725****,20.07.12.,옵션 : 유형선택: 04.데오 폼 타입,5,0,배송도 빠르고 제품도 순해요 사은품 감사합니다~
2,__891818434,mc80****,20.07.02.,옵션 : 유형선택: 09.젠틀폼+데오폼 세트,4,0,항상 쓰던 제품입니다. 200ml라는 큰 용량이라 더 돟아요 !
2,__889795004,wjsd****,20.07.03.,옵션 : 유형선택: 04.데오 폼 타입,5,0,지노베타케어 앞으로 쭉 쓸수잏겠어요 강추입니다
2,__889951921,c_tr****,20.07.08.,옵션 : 유형선택: 04.데오 폼 타입,5,0,거품도 잘나고 시원하고 좋아요
2,__891412402,jiye****,20.07.05.,옵션 : 유형선택: 11.젠틀젤+데오폼 세트,5,0,좋아요 감사합니다 수고하세요
2,__888592052,alsw****,20.07.05.,옵션 : 유형선택: 02.젠틀 폼 타입,4,0,삼사일 사용해보았는데 효과있어요~
2,__877277090,rong****,20.07.07.,옵션 : 유형선택: 02.젠틀 폼 타입,5,0,두번째 구매에요~ 할인 뜨길래 얼른 구매했네용 ㅎㅎ 저번에는 샘플 없었는데 이번에는 샘플도 주셔서 기분 완전 좋아요ㅎㅎ 이것저것 써봤는데 요거 만족해서 재구매합니다~
2,__881295885,lidi****,20.07.03.,옵션 : 유형선택: 02.젠틀 폼 타입,5,0,향도 좋고 배송도 빨랐어요!  여러가지 청결제 알아보던 중에 알게 되어서 너무 좋아요 ㅎㅎ
2,__889952235,vlfq****,20.06.16.,옵션 : 유형선택: 01.젠틀 젤 타입,5,0,찝찝한 느낌이 아니고 개운해요 좋아요
2,__888403573,rudw****,20.06.22.,옵션 : 유형선택: 03.데오 젤 타입,5,0,세정제가 떨어져서 비누로 그것도 한번 씻었는데 따갑고 찝찝했는데 빠른배송덕분에 다행이었어요  향기도 괜찮고 거품도 잘나서 좋아요
2,__881296208,alsw****,20.07.05.,옵션 : 유형선택: 04.데오 폼 타입,3,0,여러가지 청결제 검색해보고 결정했어요  제품도 순하고 향도 좋아요 ㅎㅎ
2,__891345459,njj3****,20.07.03.,옵션 : 유형선택: 09.젠틀폼+데오폼 세트,4,0,좋아용 믿고써볼게용
2,__890973938,rudw****,20.06.22.,옵션 : 유형선택: 01.젠틀 젤 타입,5,0,"분비물이나 건조함이 있었는데 사용하고 나서 건조함도 사라지고 분비물도 확 줄었어요,, 진작 살걸 싶네요 ^^ 사용감도 너무 부드러워요"
2,__871994365,qkzl****,20.07.07.,옵션 : 유형선택: 04.데오 폼 타입,5,0,가격도 저렴하고 상품평들도 좋아서 구매했어요 배송도 빠르고 좋은데 뚜껑이 깨져서 왔네요 종이로 대충 넣어놓는것보다 더 안전하게 포장해주시면 좋을것같아요~ 사은품은 감사합니다??
2,__893855079,ga50****,20.07.07.,옵션 : 유형선택: 03.데오 젤 타입,5,0,양도 많고 아주 좋습니다.거품도 풍부합니다.
3,__893274029,dais****,20.04.23.,옵션 : 유형선택: 02.젠틀 폼 타입,5,0,아직 두번밖에 써보지 못해 드라마틱한 효과를 보진 못했지만 향은 만족합니다.
3,__845977832,leeg****,20.04.02.,옵션 : 유형선택: 03. 데오 젤 타입 +250ml(증정),4,0,여자분들에게 필수템인 여성청결제!! 젤타입과 폼타입으로 나눠져서 원하는 스타일대로 골라쓸수있고 진정보습과 향기로도 나눠져 있어서 너무 좋았어요^^ 저 하나 사면서 엄마도 사드렸는데 너무 만족해하시고 제품이 살짝 묽어서 쉽게 흘러내리는데 어치피 샤워하면서 사용하는거니까 상관은 없는거같아요^^ 부드럽게 발리고 향도 좋아서 매일 사용하고 있답니다~
3,__882056624,shjc****,20.07.10.,옵션 : 유형선택: 01.젠틀 젤 타입,4,0,다른타입은 써봤는데 이제품은 처음이고 같이 온 사은품 너무 좋네요~
3,__891201557,beli****,20.04.26.,옵션 : 유형선택: 02.젠틀 폼 타입,5,0,"무지 좋아요~  거품형이라 더 자극적이지않고 유산균도 있구요,.. 쭉 이용할 듯 합니다~"
3,__872107880,moon****,20.06.23.,옵션 : 유형선택: 03.데오 젤 타입,5,0,일단 향은 좋아요.파우더리한 향~~지금 한번 사용해서 아직 효과는 지나봐야 알듯요~~써보고 냄새제거 잘되면 재구매 할게요
3,__882057744,bada****,20.07.07.,옵션 : 유형선택: 03.데오 젤 타입,5,0,배송료 때문에 두개같이 구입했고 믿고쓰는 제품이예요
3,__895116820,yyyy****,20.06.09.,옵션 : 유형선택: 02.젠틀 폼 타입,3,0,배송빠르고 샘플 감사해요 잘쓸게요
3,__893435435,moon****,20.06.23.,옵션 : 유형선택: 06.젠틀 젤타입 x2,5,0,사용하기 편리하고 좋아요 배송도 빠릅니다
3,__883814785,lhj2****,20.07.13.,옵션 : 유형선택: 02.젠틀 폼 타입,5,0,향기도 좋고 아주 만족해요..
3,__894326610,joyf****,20.07.10.,옵션 : 유형선택: 09.젠틀폼+데오폼 세트,5,0,만족합니다:) 쓰던 건데 재주문했어요
3,__850369212,0229****,20.06.26.,옵션 : 유형선택: 03. 데오 젤 타입 +250ml(증정),4,0,사용감이 좋네요~ 촉촉하고 향도 좋구요! 와이존 밸런스도 맞춰주면서 와이존 건강을 챙길 수 있는 프리바이오틱스 여성청결제라 쓰면서 건강해 지는  기분이에요! 깔끔한 사용감이 맘에 들구요 순한클렌징의 약산성 제품이라  믿고 쓰고 있어요~!
3,__892207726,jjin****,20.07.12.,옵션 : 유형선택: 11.젠틀젤+데오폼 세트,5,0,이틀사용했는데 냄새도 덜나고 좋으네요...진즉에살것을...
3,__894129550,need****,20.05.05.,옵션 : 유형선택: 04.데오 폼 타입,5,0,효과가 좋을까 싶어 구매했는데 이틀 사용만으로 아주 만족해요
3,__895280232,cmkm****,20.07.09.,옵션 : 유형선택: 04.데오 폼 타입,5,0,향도좋고 쓰고나서 따갑지않아요
3,__873895518,saer****,20.07.11.,옵션 : 유형선택: 02.젠틀 폼 타입,5,0,순하다는 후기 보고 구매했어요.. 일단 향은 좋아요.. 샘플도 많이 주시고 감사합니다
3,__883814112,gloo****,20.07.13.,옵션 : 유형선택: 04.데오 폼 타입,5,0,향기도 좋고 만족해요~~
3,__875437962,lill****,20.06.11.,옵션 : 유형선택: 01.젠틀 젤 타입,5,0,이제품 처음 사봤는데 괜찮네요. 향기도 괜찮고 개운 합니다
3,__891226385,0229****,20.06.26.,옵션 : 유형선택: 08.데오 젤타입 x2,5,0,배송 빠르네요! 아직 사용 전인데 좋으면 재구매 하겠습니다 :)
3,__894416966,ehj1****,20.06.13.,옵션 : 유형선택: 04.데오 폼 타입,5,0,너무 부드럽고 자극적이지 않아서 사용하기 좋아요
3,__889922439,llhe****,20.07.07.,옵션 : 유형선택: 02.젠틀 폼 타입,5,0,청결제는 처음 써보는데 좋네요 자극적이지않고 냄세도안나고.. 가려움에도 약간 도움이 되는것같아요
4,__894462452,dais****,20.04.23.,옵션 : 유형선택: 06.젠틀 젤타입 x2,5,0,배송 빠르고 사용감도 좋습니다
4,__893419860,leeg****,20.04.02.,옵션 : 유형선택: 04.데오 폼 타입,4,0,사용전이라 아직모르는데 좋을꺼같아요 후기가좋으니까~
4,__891493691,sive****,20.07.12.,옵션 : 유형선택: 12.젠틀젤+데오젤 세트,4,0,좋다고해서 주문했어요. 사용해보니 만족스럽네요
4,__873337921,qhdt****,20.07.10.,옵션 : 유형선택: 04.데오 폼 타입,5,0,향도좋고 거품타입이라 편하네요 가격이나 용량도좋고 앞으로쭉 요것만쓸듯~ 사은품도감사합니다
4,__873337678,rud8****,20.07.08.,옵션 : 유형선택: 02.젠틀 폼 타입,5,0,향도좋고 거품타입이라 편하네요 가격이나 용량도좋고 앞으로쭉 요것만쓸듯~ 사은품도감사합니다
4,__895117357,tkrk****,20.06.11.,옵션 : 유형선택: 04.데오 폼 타입,5,0,배송빠르고 샘플도 많이 감사합니다
4,__893333126,tkrk****,20.06.11.,옵션 : 유형선택: 03.데오 젤 타입,5,0,이것저것 써봤눈데 이게 제일 좋은거같아요
4,__888404473,lhj2****,20.07.13.,옵션 : 유형선택: 01.젠틀 젤 타입,4,0,향기 세정력도 좋아서 계속 이것만 쓰게 될것같아요
4,__875438983,wlst****,20.07.10.,옵션 : 유형선택: 04.데오 폼 타입,4,0,폼타입이라 부드러운 느낌 이라 좋아요. 순하게 청결 해지는 느낌 이랄까?
4,__873895980,njj3****,20.07.03.,옵션 : 유형선택: 01.젠틀 젤 타입,5,0,거품이랑 젤타임 두개 사봤는디 써보고 더 좋은걸로 걔속 구매해야겠어요
4,__843711798,ehj1****,20.06.13.,옵션 : 유형선택: 03. 데오 젤 타입 +250ml(증정),5,0,BEST 생리 전후에 여성 청결제 사용하면 산뜻하고 좋은거 같아서 성분도 안전하고 유산균도 들어 있는 좋은 제품 알아보던중 알게 되어 구매 했는데요 세정력도 좋고 제품도 순하고 약산성이라 매일 써도 문제 없더라구요 !!!!
4,__892207830,lill****,20.06.11.,옵션 : 유형선택: 04.데오 폼 타입,5,0,좋아요 좋아...진즉에 살것을..
4,__886391700,dais****,20.04.23.,옵션 : 유형선택: 04.데오 폼 타입,4,0,빠른배송 착한가격 거기에 샘플까지 진심 너무 감사합니다~복받으세요~!
4,__889166210,cmkm****,20.07.09.,옵션 : 유형선택: 02.젠틀 폼 타입,4,0,데일리로 쓰는 것이니만큼 안전하고 순하면서 효과가 있길 바래봅니다.
4,__871270664,btsj****,20.06.30.,옵션 : 유형선택: 03. 데오 젤 타입 +250ml(증정),5,0,한달사용기 양도많고 샘플도 충분히 쥬심 가족용으로 잘쓰는즁!
4,__891296919,ghoi****,20.07.04.,옵션 : 유형선택: 01. 젠틀 젤 타입+150ml 증정,5,0,한달사용기 향도 많이 나지 않아서 좋아요
4,__892936330,rlag****,20.06.08.,옵션 : 유형선택: 12.젠틀젤+데오젤 세트,5,0,배송도 빠르고  향도 좋아요
4,__895237941,mjsh****,20.07.07.,옵션 : 유형선택: 01.젠틀 젤 타입,5,0,배송도 빠르고 좋아요!!!
4,__893435115,lyhd****,20.07.10.,옵션 : 유형선택: 08.데오 젤타입 x2,5,0,사용하기 편리하고 좋아요
4,__895238098,sunm****,20.07.13.,옵션 : 유형선택: 03.데오 젤 타입,5,0,배송이 빠릅니다!!!
5,__889495408,dais****,20.04.23.,옵션 : 유형선택: 04.데오 폼 타입,5,0,한달사용기 저 진짜 질염 달고사는데 이거쓰면서 좀 나아졌어요ㅠㅠ
5,__893067511,leeg****,20.04.02.,옵션 : 유형선택: 03.데오 젤 타입,4,0,상쾌한 느낌이고 좋아요~~~~
5,__891983344,kwan****,20.07.05.,옵션 : 유형선택: 03.데오 젤 타입,4,0,상품 잘 받았습니다
5,__850230566,crys****,20.07.10.,옵션 : 유형선택: 03. 데오 젤 타입 +250ml(증정),5,0,여름이 되니 질건강이 걱정되서 새로운 여성청결제 구매해봤어요! Y존 밸런스를 돕는 프리바이오틱스 여성청결제는 처음 써보는데 너무 좋네요! 왁싱 후 매번 상쾌하게 씻고 있습니다
5,__886391293,libr****,20.07.08.,옵션 : 유형선택: 01.젠틀 젤 타입,5,0,하자없이 빠른배송 감사합니다~ 샘플도 주시고 넘넘감사합니다 또 이용할게요~!
5,__884975999,hggg****,20.05.04.,옵션 : 유형선택: 04.데오 폼 타입,5,0,"순하고, 향도좋아요. 잘쓰고있어요."
5,__890947506,btsj****,20.06.30.,옵션 : 유형선택: 09.젠틀폼+데오폼 세트,5,0,좋아요좋아요좋인요좋아요
5,__888483525,iyah****,20.06.28.,옵션 : 유형선택: 04.데오 폼 타입,5,0,아직 사용전인데 좋을 것 같습시다
5,__883270834,dark****,20.07.07.,옵션 : 유형선택: 03.데오 젤 타입,4,0,좋긴한대 쓸땨 너뮤 불편해요   내용물이 막 쏟아져나오ㅓ요
5,__881861594,eunn****,20.07.03.,옵션 : 유형선택: 01.젠틀 젤 타입,5,0,빠른배송감사합니다 사은품 많이 주셨네요 잘쓸게용
5,__873383833,kkks****,20.06.25.,옵션 : 유형선택: 02.젠틀 폼 타입,5,0,향좋음 약산성 맘에듬
5,__878751913,qdlt****,20.06.23.,옵션 : 유형선택: 02.젠틀 폼 타입,5,0,향도 자극적이지 않고 잘 헹궈지는게 좋은것 같아요 ^^ 많이 파세요 ~~
5,__884675637,hola****,20.06.11.,옵션 : 유형선택: 03.데오 젤 타입,5,0,아직 사용전이라 사용해보고 완벽하게 후기 남겨볼게요!
5,__886804003,inyo****,20.06.18.,옵션 : 유형선택: 04.데오 폼 타입,3,0,사용편리하고 좋습니다
5,__884980306,kens****,20.06.27.,옵션 : 유형선택: 02.젠틀 폼 타입,5,0,배송빠르고 샘플도 주시고 감사합니다
5,__883270548,rapl****,20.07.01.,옵션 : 유형선택: 01.젠틀 젤 타입,5,0,좋은데  이거  펌핑되눈걸로 제품 용기좀 바꿧음조켓어요
5,__885965744,eund****,20.06.28.,옵션 : 유형선택: 01.젠틀 젤 타입,5,0,쌤플도 주시고 잘쓰겠습니다
5,__881823486,kkks****,20.06.25.,옵션 : 유형선택: 02.젠틀 폼 타입,5,0,지인분이주신 샘플써봤는데 너무좋아서 구매했는데 대만족이에요!
5,__867573514,yewe****,20.06.30.,옵션 : 유형선택: 04.데오 폼 타입,4,0,질염이 너무 심해서 고생하는 사람인데 이 제품 추천을 많이 해줘서 구매했어요!
5,__866792432,tjsa****,20.06.23.,옵션 : 유형선택: 03. 데오 젤 타입 +250ml(증정),5,0,한달사용기 여성들에게 청결제는 필수 ㅎㅎ 변화있고 너무 좋네요
6,__886292799,dais****,20.04.23.,옵션 : 유형선택: 04.데오 폼 타입,5,0,좋아요 굿굿굿 담에또 살게요
6,__886576891,leeg****,20.04.02.,옵션 : 유형선택: 04.데오 폼 타입,4,0,너무 만족스럽습니다
6,__877432235,sjih****,20.06.30.,옵션 : 유형선택: 03.데오 젤 타입,4,0,향이부드럽고 자극적이지 않아요 오자마자바로사용해써요. 좋네요
6,__877431742,jmy0****,20.07.01.,옵션 : 유형선택: 01.젠틀 젤 타입,5,0,부드럽고 자극적이지않은향과 제형이네요. 보내주신 사은품 넉넉하게 잘쓸게요^^
6,__885965652,tjsw****,20.06.16.,옵션 : 유형선택: 04.데오 폼 타입,5,0,샘플도 주시고 좋아요
6,__877432545,tjsw****,20.06.16.,옵션 : 유형선택: 02.젠틀 폼 타입,5,0,부드럽고 거품잘나고 향도 은은하네요.좋아요!
6,__876514555,yewe****,20.06.30.,옵션 : 유형선택: 02. 젠틀 폼 타입+150ml 증정,5,0,한달사용기 거의 매일 쓰고잇는데 와이존부위를  관리해줘서  넘 조아요  항상 깨끗
6,__880926042,tjsw****,20.06.16.,옵션 : 유형선택: 01.젠틀 젤 타입,5,0,항상 쓰던거예요  제일 잘 맞는거 같아서 계속 사용하고있습니다.
6,__880925939,ggog****,20.06.15.,옵션 : 유형선택: 03.데오 젤 타입,5,0,항상 쓰던거예요  제일 잘 맞는거 같아서 계속 사용하고있습니다.
6,__883386510,0163****,20.06.22.,옵션 : 유형선택: 01.젠틀 젤 타입,5,0,좀더 써야겠지만 좋은것같아요
6,__872644482,0163****,20.06.22.,옵션 : 유형선택: 02.젠틀 폼 타입,4,0,쓰던 청결제라 찾다가 인터넷으로 주문해보네요. 폼이라 사용하기 편해요. 이거 쓰고나서 이제껏 가려움도 없었네요.
6,__882465473,dbtj****,20.06.25.,옵션 : 유형선택: 04.데오 폼 타입,5,0,"늘 쓰는거에요, 향이 좋아요~"
6,__881823744,n574****,20.06.10.,옵션 : 유형선택: 04.데오 폼 타입,5,0,대만족입니다 짱짱 유명한이유가있어요!!
6,__882045889,uuuu****,20.06.24.,옵션 : 유형선택: 04.데오 폼 타입,5,0,순하고 펌핑식으로 쓰기 편리했습니다
6,__882544357,tjsa****,20.06.23.,옵션 : 유형선택: 04.데오 폼 타입,5,0,항상 이거만 써서 또 구입했어요
6,__880119695,dbdk****,20.06.23.,옵션 : 유형선택: 04.데오 폼 타입,5,0,불편한 것 없이 향도 좋고 맘에 들어요~
6,__848975366,brig****,20.06.24.,옵션 : 유형선택: 03. 데오 젤 타입 +250ml(증정),5,0,여성세정제 외국제품 보다 더 좋아요^^ 향기가 좋아서 사용할때도 괜찮네요. 젤타입이라 부드럽고 샤워볼 이용하면 거품도 풍성해요. 냄새가 많이 줄어서 대만족입니다
6,__860488819,lyen****,20.06.20.,옵션 : 유형선택: 02. 젠틀프로텍션 폼 타입(200ml),5,0,한달사용기 그날이랑 운동 후 사용하면 너무 좋아요 다른 여성청결제도 여러개 사용해봤는데 이게 젤 좋아요!
6,__873272680,kimm****,20.05.02.,옵션 : 유형선택: 04.데오 폼 타입,5,0,잘받았어요. 배송은 느린감이 좀 있었지만 제품은 나름 만족합니다.
6,__882641238,kimy****,20.05.21.,옵션 : 유형선택: 04. 데오 폼 타입,5,0,한달사용기 그닥효과는 잘모르겠어요~~~
8,__861837235,dais****,20.04.23.,옵션 : 유형선택: 01. 젠틀 젤 타입+150ml 증정,5,0,"한달사용기 은은한 향나면서, 쓰고난 날은 깔끔해지는 느낌들고 간지러움도 줄었어요 너무 좋아요. 단, 매일 쓰니 건조해지는 느낌이들어서(워낙에 피부자체가 건성 ㅠ) 2일에한번정도 쓰고 있습니다."
8,__878971219,leeg****,20.04.02.,옵션 : 유형선택: 02.젠틀 폼 타입,4,0,냄새를  잡아주네요 좋아요
8,__869930171,ohor****,20.05.23.,옵션 : 유형선택: 01.젠틀 젤 타입,4,0,배송도 빠르고 사은품도 양도 많고 좋네요! 한달 써보고 효과 좋으면 재구매할게요!
8,__861871123,wkrd****,20.06.18.,옵션 : 유형선택: 04. 데오 폼 타입+150ml 증정,5,0,한달사용기 진짜 좋아용 ㅎㅎ 냄새두요 휴
8,__847472797,cott****,20.06.05.,옵션 : 유형선택: 03. 데오 젤 타입 +250ml(증정),5,0,진짜 촉촉해요 습하거나 건조하거나 늘 극적으로만 그런 상태였는데 밸런스를 잘 맞춰주고 있는 것 같아요 앞으로 더써봐야겠지만 현재는 만족
8,__871021301,jane****,20.05.23.,옵션 : 유형선택: 08. 젠틀폼+데오폼 세트,5,0,한달사용기 생리끝나갈때쯤 사용하니 냄새도 잡아주고 좋네요
8,__870210957,rlag****,20.04.29.,옵션 : 유형선택: 04.데오 폼 타입,5,0,엄마한테 선물해드렸어요. 순하고 부드럽다고하십니다.
8,__874056782,yuna****,20.06.07.,옵션 : 유형선택: 03. 데오 젤 타입+150ml 증정,5,0,한달사용기 순하고 양도 많고 향도 좋아요^^
8,__867893383,kasd****,20.06.05.,옵션 : 유형선택: 03. 데오 젤 타입+150ml 증정,5,0,한달사용기재구매 진짜 여성청결제는 이것만 구입하는거같아요 순하고 세정감도 좋아요
8,__873045019,kmhs****,20.06.11.,옵션 : 유형선택: 04. 데오 폼 타입 +250ml(증정),5,0,한달사용기 좋아요. 사은품 아직 쓰고있어요
8,__877235654,chun****,20.06.02.,옵션 : 유형선택: 04.데오 폼 타입,4,0,괜찮은거 같아요 좋와요
8,__880251089,luck****,20.06.10.,옵션 : 유형선택: 04.데오 폼 타입,5,0,만족합니다!!!!!
8,__848330754,yuzh****,20.06.16.,옵션 : 유형선택: 03. 데오컨트롤 젤 타입(250ml),5,0,한달사용기 늘 예민하고 걱정이였는데 사용후에 너무 좋아져서 꾸준히 쓰고잇어요 특히나 생리중에 사용하니 더좋더라구요 만족해요ㅎㅎ
8,__870149653,dand****,20.06.21.,옵션 : 유형선택: 04. 데오 폼 타입+150ml 증정,5,0,한달사용기 좋다고 쓰고있어요 확 효과있는지 모르겠어요
8,__873603075,llji****,20.04.30.,옵션 : 유형선택: 02.젠틀 폼 타입,5,0,쓰던게 품절돼서 바꿨는데 만족
8,__872450640,mous****,20.06.05.,옵션 : 유형선택: 02.젠틀 폼 타입,5,0,늘사용하는제품입니다 잘쓸게요
8,__872450216,tkfk****,20.06.11.,옵션 : 유형선택: 04.데오 폼 타입,5,0,늘사용하는제품입니다 잘쓸게요
